,Date,User ID,Tweet Count,Tweet Location,Tweet,label,city
7659,2023-01-20,294348814.0,783,nan,dasco mengungkapkan prabowo telah meminta izin langsung ke presiden jokowi soal keinginannya maju di pilpres,Positive,
7665,2023-01-20,440795943.0,756,nan,wakil ketua dpr ri sufmi dasco menjelaskan seluruh kader gerindra sudah mengamanatkan prabowo subianto maju sebagai calon presiden di pilpres,Negative,
7678,2023-01-20,137560294.0,1932,denver  co,prabowo subianto lantaran prestasi dan kinerja sebagai menhan ri menjadi penopang penguatan kabinet indonesia maju dibawah kepemimpinan jokowimaruf prabowo subianto presiden ri,Positive,
7681,2023-01-20,465458275.0,12086,pulau impian,konsep kepemimpinan yg paripurna luar biasa semoga allah wazala selalu memberikan kekuatan kesehatan keberkahan dan perlindungannya kpd bapak prabowo subianto presiden ri ku amin ya rab,Positive,
7684,2023-01-20,137560294.0,1932,denver  co,prabowo subianto di pemilu termasuk pemilih loyal karena mereka memilih tetap mendukung pada pemilu prabowo subianto prabowo presiden,Positive,
7687,2023-01-20,137560294.0,1932,denver  co,keberhasilan pemerintah menangani pandemi covid dengan sigap dan cepat sehingga kondisi ekonomi tanah air tetap kuat prabowo subianto prabowo presiden ri,Positive,
7699,2023-01-20,440795943.0,756,nan,presiden jokowi secara terangterangan mengaku akan mendukung menteri pertahanan prabowo subianto di pilpres mendatang,Positive,
7702,2023-01-20,1341398533.0,2997,semarang  jawa tengah,bantuan yang di samarang itu dideket rumahku kak daerah langganan banjir wkwk semoga pak prabowo subianto jadi presiden yakin pasti beliau bakal berupaya tangkal banjir deh prabowo subianto,Positive,
7703,2023-01-20,294348814.0,783,nan,presiden jokowi secara terangterangan mengaku akan mendukung menteri pertahanan prabowo subianto di pilpres mendatang,Positive,
7706,2023-01-20,2410032319.0,9571,alam bawah sadar,karenanya adi beranggapan ketua umum dpp partai gerindra tersebut patut diperhitungkan dalam pemilihan presiden pilpres prabowo subianto,Positive,
7707,2023-01-20,137560294.0,1932,denver  co,dan hanya diikuti tiga capres dengan data hasil survei pasangan caprescawapres yang dipilih responden pada pemilu ucapnya prabowo subianto presiden,Negative,
7708,2023-01-20,2320493293.0,1806,nan,aku dulu pendukung jokowi nanti aku akan dukung prabowo subianto untuk jadi presiden ri kayak relawan projo,Positive,
7709,2023-01-20,137560294.0,1932,denver  co,temuan lsj tersebut dilakukan dengan melalui analisis crosstabulation antara data hasil survei pilihan responden jika pilpres dilaksanakan saat ini prabowo subianto presiden ri,Negative,
7710,2023-01-20,137560294.0,1932,denver  co,sementara itu mayoritas pemilih prabowosandi ternyata tetap loyal mendukung prabowo di pemilu prabowo subianto presiden,Positive,
7715,2023-01-20,2320493293.0,1806,nan,semoga jadi presiden nanti ya pak prabowo subianto,Positive,
7719,2023-01-20,3305634234.0,12563,bone  sulawesi selatan,pasca mendapatkan pernyataan dukungan terbuka dari presiden jokowi atas pencalonannya sebagai capres prabowo subianto,Positive,
7723,2023-01-20,465280582.0,13675,jakarta,sukses trus bapak prabowo subianto semoga dapat terwujud di jadi presiden ri amin,Positive,
7724,2023-01-20,465280582.0,13675,jakarta,semoga bapak prabowo subianto jadi presiden karena beliau kandidat terbaik dan terikhlas bagi saya,Positive,
7725,2023-01-20,465280582.0,13675,jakarta,konsep kepemimpinan yg paripurna luar biasa semoga allah wazala selalu memberikan kekuatan kesehatan keberkahan dan perlindungannya kpd bapak prabowo subianto presiden ri ku amin ya rab,Positive,
7746,2023-01-20,2320493293.0,1806,nan,aku dulu pendukung pak jokowi nanti aku akan dukung pak prabowo subianto untuk jadi presiden ri,Positive,
7751,2023-01-20,440795943.0,756,nan,pengamat politik  qodari mengatakan bahwa pilihan presiden jokowiuntuk mendukung menhan prabowo subianto maju pada pilpres adalah yang paling logis,Positive,
7752,2023-01-20,294348814.0,783,nan,pengamat politik  qodari mengatakan bahwa pilihan presiden jokowiuntuk mendukung menhan prabowo subianto maju pada pilpres adalah yang paling logis,Positive,
7755,2023-01-20,440795943.0,756,nan,dukungan presiden joko widodo atau jokowi terhadap sosok capres dalam pemilu memang ditunggu oleh banyak pihak prabowo subianto,Positive,
7757,2023-01-20,294348814.0,783,nan,dukungan presiden joko widodo atau jokowi terhadap sosok capres dalam pemilu memang ditunggu oleh banyak pihak prabowo subianto,Positive,
7761,2023-01-20,215989357.0,7454,nan,alasan yg paling masuk akal dan simple adalah prabowo subianto satusatunya bacalon presiden yg memiliki tiket pasti untuk melangkah di pasca bergabungnya pkb dgn gerindra,Positive,
7764,2023-01-20,215989357.0,7454,nan,catatan kedua pak jkw lagilagi buat para bacalon presiden di gigit jari ketika belio hadir dalam acara hut ke perindo pd november silam prabowo subianto,Negative,
7822,2023-01-19,215989357.0,7454,nan,presiden joko widodo jokowi dikabarkan mempertimbangkan secara serius untuk mendukung ketum partai gerindra prabowo subianto di pilpres,Positive,
7823,2023-01-19,100715895.0,12747,unfinished pyramid,jokowi menjelaskan partai politik dan masyarakat indonesia harus hatihati memilih calon presiden untuk pemilu prabowo subianto,Positive,
7827,2023-01-19,215989357.0,7454,nan,ketua umum partai gerindraprabowo subiantomelesat tajam dalam survei indikator politik indonesia bertajuk kinerja presiden elektabilitas bakal calon presiden dan partai menjelang yang dipaparkan secara daring rabu,Positive,
7828,2023-01-19,100715895.0,12747,unfinished pyramid,saat berpidato di puncak peringatan hut ke perindo senin jokowi mengatakan setelah dia memenangkan pilpres dan maka saat ini adalah kesempatan bagi prabowo subianto untuk menjadi bakal calon presiden di pilpres,Positive,
7831,2023-01-19,215989357.0,7454,nan,maung jadi saksi dinaiki presiden ri jkw dan penerus kepemimpinan presiden ri di prabowo subianto,Positive,
7832,2023-01-19,215989357.0,7454,nan,kuat tak gentar cerdas berpengalaman di bidang politik baik di dalam maupun luar negeri prabowo subianto cocok jadi presiden ri,Positive,
7833,2023-01-19,100715895.0,12747,unfinished pyramid,jakarta antara presiden joko widodo tidak mempermasalahkan jika pernyataannya terkait kemungkinan prabowo subianto mendapat jatah dalam pilpres dianggap sebagai sinyal dukungannya terhadap menteri pertahanan itu,Negative,
7837,2023-01-19,215989357.0,7454,nan,prabowo subianto maju jadi presiden ri setelahnya gp melanjutkan cocok kan,Negative,
7838,2023-01-19,215989357.0,7454,nan,kalo pakde jkw udh jatoh omongan biasanya akan menjadi kenyataan prabowo subianto presiden ri,Positive,
7840,2023-01-19,100715895.0,12747,unfinished pyramid,jakarta cnn indonesia ketua harian dpp gerindra sufmi dasco ahmad meyakini ucapan dukungan presiden ri joko widodo kepada menterinya sekaligus ketua umum partai gerindra prabowo subianto untuk pilpres bukanlah pernyataan basabasi,Positive,
7847,2023-01-19,157865745.0,3762,nan,dia mengatakan ketika lsj menanyakan kepada responden siapa yang akan dipilih jika pilpres diikuti tiga nama prabowo presiden prabowo subianto,Negative,
7849,2023-01-19,157865745.0,3762,nan,sementara itu mayoritas pemilih prabowosandi ternyata tetap loyal mendukung prabowo di pemilu prabowo presiden prabowo subianto,Positive,
7850,2023-01-19,157865745.0,3762,nan,diketahui lembaga survei lsj merilis data yang menyebutkan bahwa jika pilpres hanya diikuti tiga capres prabowo subianto ganjar pranowo dan anies baswedan prabowo presiden prabowo subianto,Negative,
7854,2023-01-19,157865745.0,3762,nan,prabowo presiden prabowo subianto,Negative,
7859,2023-01-19,1341398533.0,2997,semarang  jawa tengah,presiden jokowi memberikan sinyal dukungan kepada ketum gerindra prabowo subianto untuk pilpres relawan projo menilai dukungan jokowi bukan sekedar basa basi prabowo subianto,Positive,
7865,2023-01-19,157865745.0,3762,nan,dia mengatakan ketika lsj menanyakan kepada responden siapa yang akan dipilih jika pilpres diikuti tiga nama prabowo presiden prabowo subianto,Negative,
7866,2023-01-19,2410032319.0,9571,alam bawah sadar,tentang sosok yang layak maju sebagai calon presiden capres di antara anggota kabinet jokowi jilid ii prabowo subianto,Positive,
7870,2023-01-19,157865745.0,3762,nan,sementara itu mayoritas pemilih prabowosandi ternyata tetap loyal mendukung prabowo di pemilu prabowo presiden prabowo subianto,Positive,
7871,2023-01-19,157865745.0,3762,nan,diketahui lembaga survei lsj merilis data yang menyebutkan bahwa jika pilpres hanya diikuti tiga capres prabowo subianto ganjar pranowo dan anies baswedan prabowo presiden prabowo subianto,Negative,
7874,2023-01-19,157865745.0,3762,nan,termasuk pemilih loyal karena mereka memilih tetap mendukung pada pemilu prabowo presiden prabowo subianto,Positive,
7883,2023-01-19,294348814.0,783,nan,dulu lawan di pilpres sekarang jokowi berbalik dukung prabowo subianto sebagai presiden,Positive,
7886,2023-01-19,137560294.0,1932,denver  co,jokowi jadi king maker pasangan caprescawapres prabowoganjar dalam pilpres prabowo subianto prabowo presiden,Negative,
7890,2023-01-19,3174993902.0,1881,tangerang  indonesia,saya adalah salah satu pendukung jokowi yang sekarang menaruh simpatik dan harapan kepada prabowo subianto semoga jadi presiden nanti,Positive,
7891,2023-01-19,3174993902.0,1881,tangerang  indonesia,saya dulu pendukung jokowi nanti saya akan dukung prabowo subianto untuk jadi presiden ri,Positive,
7894,2023-01-19,2420416704.0,14379,jakarta,siap presiden prabowo subianto,Positive,
7896,2023-01-19,440795943.0,756,nan,heboh jokowi dukung prabowo subianto di pilpres pengamat beber pilihan politik presiden jokowi,Positive,
7897,2023-01-19,294348814.0,783,nan,heboh jokowi dukung prabowo subianto di pilpres pengamat beber pilihan politik presiden jokowi,Positive,
7900,2023-01-19,137560294.0,1932,denver  co,presiden jokowi telah dengan kode keras memberikan dukungannya kepada menhan prabowo dalam pilpres yang akan datang prabowo subianto prabowo presiden,Positive,
7901,2023-01-19,1225312609.0,3188,buncit indah  jakarta selatan,presiden jokowi menyampaikan setelah ini kemungkinan pilpres jatahnya prabowo subianto yang merupakan rivalnya di dua pilpres sebelumnya,Negative,
7902,2023-01-19,1225312609.0,3188,buncit indah  jakarta selatan,di mana dalam kesempatan itu presiden jokowi menyinggung terkait jatah prabowo subianto dalam pilpres mendatang,Positive,
7903,2023-01-19,1225312609.0,3188,buncit indah  jakarta selatan,presiden jokowi bolakbalik memberikan kode dukungan terkait pilpres prabowo subianto,Positive,
7908,2023-01-19,137560294.0,1932,denver  co,pemilih prabowosandi ternyata tetap loyal mendukung prabowo di pemilu prabowo presiden prabowo subianto,Positive,
7915,2023-01-19,189190233.0,21546, t                        ,jokowi mengatakan setelah dia memenangkan pilpres dan maka saat ini adalah kesempatan bagi prabowo subianto untuk menjadi bakal calon presiden di pilpres,Positive,
7916,2023-01-19,189190233.0,21546, t                        ,jokowi mengatakan setelah dia memenangkan pilpres dan maka saat ini adalah kesempatan bagi prabowo subianto untuk menjadi bakal calon presiden di pilpres,Positive,
7917,2023-01-19,189190233.0,21546, t                        ,presiden joko widodo tidak mempermasalahkan jika pernyataannya terkait kemungkinan prabowo subianto mendapat jatah dalam pilpres dianggap sebagai sinyal dukungannya terhadap menteri pertahanan itu,Negative,
7918,2023-01-19,137560294.0,1932,denver  co,pemilih loyal karena mereka memilih tetap mendukung pada pemilu prabowo presiden prabowo subianto,Positive,
7922,2023-01-19,2420416704.0,14379,jakarta,jadi kesimpulannya sudah benar bahwa jokowi akan merestui dan mendukung penuh prabowo untuk menjadi presiden prabowo subianto,Positive,
7923,2023-01-19,2420416704.0,14379,jakarta,belum lagi dukungan prabowo dari masyarakat lain yang bisa disimpulkan bahwa perkataan jokowi bahwa selanjutnya akan menjadi jatah prabowo menjadi presiden bukan isapan jempol belaka prabowo subianto,Positive,
7924,2023-01-19,2420416704.0,14379,jakarta,beberapa waktu yang lalu presiden jokowi telah dengan kode keras memberikan dukungannya kepada menhan prabowo dalam pilpres yang akan datang prabowo subianto,Positive,
7927,2023-01-19,1225312609.0,3188,buncit indah  jakarta selatan,kode politik presiden jokowi dukung prabowo subianto di pilpres,Positive,
7937,2023-01-19,137560294.0,1932,denver  co,ketua umum partai gerindra itu maju sebagai calon presiden capres prabowo subianto,Positive,
7939,2023-01-19,2320493293.0,1806,nan,prabowo subianto merupakan salah satu tokoh yang memiliki elektabilitas tertinggi untuk maju sebagai calon presiden capres pada pilpres,Negative,
7941,2023-01-19,440795943.0,756,nan,jokowi dukung prabowo subianto soal presiden jokowi bilang kelihatannya setelah ini jatahnya pak prabowo,Positive,
7942,2023-01-19,294348814.0,783,nan,jokowi dukung prabowo subianto soal presiden jokowi bilang kelihatannya setelah ini jatahnya pak prabowo,Positive,
7946,2023-01-19,2320493293.0,1806,nan,jokowi lalu melanjutkan bisa jadi pada pilpres justru prabowo subianto bakal keluar sebagai pemenang dan terpilih sebagai presiden,Positive,
7949,2023-01-19,440795943.0,756,nan,ini alasan presiden jokowi dukung prabowo subianto maju di pilpres,Positive,
7952,2023-01-19,294348814.0,783,nan,ini alasan presiden jokowi dukung prabowo subianto maju di pilpres,Positive,
7958,2023-01-19,2320493293.0,1806,nan,jakarta presiden joko widodo jokowi mengatakan ketua umum partai gerindra prabowo subianto boleh jadi keluar sebagai pemenang pada pemilihan presiden pilpres,Positive,
7961,2023-01-19,440795943.0,756,nan,jokowi lempar sinyal dukung prabowo subianto jadi presiden pdip ingatkan ini,Positive,
7966,2023-01-19,294348814.0,783,nan,jokowi lempar sinyal dukung prabowo subianto jadi presiden pdip ingatkan ini,Positive,
7989,2023-01-19,85055050.0,143,jakarta,in case pak prabowo terpilih jadi presiden beliau akan mundur sbg presiden jk anak buahnya korupsi,Negative,
7992,2023-01-19,1542610392.0,2089, prabowopresidengerindramenang,makna sila ke mengakui persamaan derajat persamaan hak dan kewajiban asasi setiap manusia tanpa membedabedakan suku keturunan agama kepercayaan jenis kelamin kedudukan sosial warna kulit dan sebagainya bpip,Negative,
7994,2023-01-18,2887087309.0,15021,dki jakarta  indonesia,vito prabowo presiden,Negative,
8003,2023-01-18,1225312609.0,3188,buncit indah  jakarta selatan,aaaamiiiin bismillah prabowo subianto presiden ri,Negative,
8008,2023-01-18,2674103198.0,57918,    txtfromk,haloo selamat membaca kode keras jokowi lempar sinyal dukung prabowo jadi presiden prabowo subianto,Positive,
8009,2023-01-18,2420416704.0,14379,jakarta,jokowi menjelaskan partai politik dan masyarakat indonesia harus hatihati memilih calon presiden untuk pemilu prabowo subianto,Positive,
8010,2023-01-18,2420416704.0,14379,jakarta,presiden joko widodo tidak mempermasalahkan jika pernyataannya terkait kemungkinan prabowo subianto mendapat jatah dalam pilpres dianggap sebagai sinyal dukungannya terhadap menteri pertahanan itu prabowo subianto,Negative,
8011,2023-01-18,2420416704.0,14379,jakarta,kode keras jokowi lempar sinyal dukung prabowo jadi presiden prabowo subianto,Positive,
8018,2023-01-18,2320493293.0,1806,nan,aku dulu pendukung jokowi nanti aku akan dukung prabowo subianto untuk jadi presiden ri,Positive,
8019,2023-01-18,2320493293.0,1806,nan,semoga jadi presiden nanti ya pak prabowo subianto,Positive,
8020,2023-01-18,137560294.0,1932,denver  co,mantap projo prabowo presiden,Positive,
8023,2023-01-18,100715895.0,12747,unfinished pyramid,bismillah untuk kemajuan bangsa indonesia prabowo subianto presiden,Positive,
8024,2023-01-18,3174993902.0,1881,tangerang  indonesia,saya yakin si rakyat indonesia akan banyak yang memilih prabowo subianto sebagai presiden saat pemilu nanti,Positive,
8025,2023-01-18,3174993902.0,1881,tangerang  indonesia,saya dulu pendukung jokowi nanti saya akan dukung prabowo subianto untuk jadi presiden ri,Positive,
8026,2023-01-18,137560294.0,1932,denver  co,udah jelas kn jokowi dukung prabowo udah pasti jadi lah psabowo subianto presiden,Positive,
8029,2023-01-18,3174993902.0,1881,tangerang  indonesia,saya dulu pendukung jokowi nanti saya akan dukung prabowo subianto untuk jadi presiden ri,Positive,
8037,2023-01-18,3174993902.0,1881,tangerang  indonesia,saya dulu pendukung jokowi nanti saya akan dukung prabowo subianto untuk jadi presiden ri,Positive,
8045,2023-01-18,3706597332.0,4995,nan,menteri pertahanan prabowo subianto terus menguat sebagai figur calon presiden melanjutkan kepemimpinan presiden joko widodo pada pilpres mendatang prabowo subianto,Positive,
8047,2023-01-18,2320493293.0,1806,nan,aku si yakin rakyat indonesia akan banyak yang memilih pak prabowo subianto sebagai presiden saat pemilu nanti,Positive,
8050,2023-01-18,2320493293.0,1806,nan,aku dulu pendukung jokowi nanti aku akan dukung pak prabowo subianto untuk jadi presiden indonesia,Positive,
8051,2023-01-18,556976263.0,675,nan,kalo seandainya yang jadi presiden orang nya jokowi kaya prabowo atau ganjar pak rizal ramli masih garang nggak ya,Positive,
8065,2023-01-18,3174993902.0,1881,tangerang  indonesia,saya yakin si rakyat indonesia akan banyak yang memilih prabowo subianto sebagai presiden saat pemilu nanti,Positive,
8076,2023-01-18,157865745.0,3762,nan,lsj menyimulasikan jika pilpres hanya diikuti tiga capres yakni prabowo subianto prabowo subianto prabowo presiden,Negative,
8077,2023-01-18,216917075.0,30,sumatera,indonesia jaya prabowo untuk negeriprabowo presiden,Negative,
8078,2023-01-18,157865745.0,3762,nan,ketua umum partai gerindra prabowo subianto menuju pilpres terus menguat prabowo subianto prabowo presiden,Positive,
8081,2023-01-18,1341398533.0,2997,semarang  jawa tengah,tapi sebagai sebuah bentuk suport dan dukungan yang disampaikan langsung oleh presiden jokowi kepada prabowo dalam pencalonan presiden yang akan datang lanjutnya prabowo subianto,Positive,
8082,2023-01-18,1341398533.0,2997,semarang  jawa tengah,ketua umum projo budi arie setiadi mengatakan pihaknya akan mengikuti arahan presiden jokowi dalam menentukan sosok yang didukung sebagai calon presiden di pilpres prabowo subianto,Positive,
8092,2023-01-18,215989357.0,7454,nan,ngeriiiiii jadi ini barang prabowo subianto presiden ri,Negative,
8093,2023-01-18,157865745.0,3762,nan,presiden jokowi memberikan dukungan kepada menteri pertahanan menhan prabowo subianto maju pilpres prabowo subianto prabowo presiden,Positive,
8103,2023-01-18,137560294.0,1932,denver  co,jokowi menyebut pilpres menjadi jatah prabowo setelah dirinya bercerita dua kali menang pilpres prabowo subianto prabowo presiden,Positive,
8107,2023-01-18,137560294.0,1932,denver  co,budi arie setiadi mengaku siap mendukung prabowo subianto sebagai calon presiden di pemilu prabowo subianto prabowo presiden,Positive,
8108,2023-01-18,137560294.0,1932,denver  co,jokowi menyebut pilpres menjadi jatah prabowo setelah dirinya bercerita dua kali menang pilpres prabowo subianto prabowo presiden,Positive,
8109,2023-01-18,215989357.0,7454,nan,lembaga survei jakarta lsj merilis survei mengenai peta arah dukungan pemilih presiden joko widodo jokowi di terhadap tokoh potensial capres di pilpres prabowo subianto,Positive,
8113,2023-01-18,294348814.0,783,nan,mau tau alasan presiden jokowi dukung prabowo maju di pilpres baca ni,Positive,
8117,2023-01-18,3174993902.0,1881,tangerang  indonesia,saya dulu pendukung jokowi nanti saya akan dukung prabowo subianto untuk jadi presiden ri,Positive,
8120,2023-01-18,137560294.0,1932,denver  co,prabowo subianto prabowo presiden beredar video dukungan jokowi kepada prabowo subianto semakin menguatkan posisi prabowo sebagai presiden tahun,Positive,
8123,2023-01-18,137560294.0,1932,denver  co,prabowo subianto adalah calon presiden yang dipersiapkan untuk mendatang prabowo subianto prabowo presiden,Positive,
8129,2023-01-18,198417114.0,67415,indonesia tercinta,inismyname wes wayahe,Negative,
8131,2023-01-18,1225312609.0,3188,buncit indah  jakarta selatan,kemudian awak media kembali bertanya kepada presiden jokowi soal pesanpesan untuk prabowo subianto dalam menghadapi pilpres,Negative,
8136,2023-01-18,137560294.0,1932,denver  co,pernyataan jokowi soal jatah pilpres prabowo subianto prabowo subianto prabowo presiden,Negative,
8138,2023-01-18,1225312609.0,3188,buncit indah  jakarta selatan,hal itu disampaikan presiden jokowi saat menanggapi pertanyaan awak media perihal restu bagi prabowo subianto untuk maju sebagai capres,Positive,
8143,2023-01-18,2320493293.0,1806,nan,jokowi membantah kalau pujian prabowo subianto datang karena dirinya sudah memberi restu kepada prabowo untuk maju sebagai calon presiden capres pada pemilu presiden atau pilpres,Positive,
8149,2023-01-18,2321424644.0,605,indonesia raya,setidaknya ada dua alasan yang membuat posisi jokowi cukup menentukan dalam peta politik pilpres pertama sampai saat ini tingkat kepuasan publik terhadap kinerja jokowi sebagai presiden relatif masih cukup terjaga prabowo subianto,Positive,
8161,2023-01-18,60005078.0,90002,nan,survei lsn elektabilitas prabowo lampaui ganjar dan anies elektabilitas prabowo subianto masih berada di urutan teratas dalam survei calon presiden yang dilakukan lembaga,Positive,
8162,2023-01-18,189190233.0,21546, t                        ,jokowi kita ingin indonesia semakin damai hanya pak prabowo subianto paling tepat untuk calon presiden,Positive,
8168,2023-01-18,189190233.0,21546, t                        ,pakde jokowi memberikan kode keras untuk prabowo subianto presiden,Negative,
8183,2023-01-18,2410032319.0,9571,alam bawah sadar,presiden joko widodo menyebut sejak awal mendukung menteri pertahanan prabowo subianto pernyataan jokowi itu disampaikan menjawab pertanyaan mengenai restunya terhadap prabowo subianto di pemilu nanti,Positive,
8212,2023-01-17,3174993902.0,1881,tangerang  indonesia,semoga nanti jadi presiden sesuai perkataan jokowi ya pak prabowo subianto,Positive,
8214,2023-01-17,2420416704.0,14379,jakarta,jokowi menjelaskan partai politik dan masyarakat indonesia harus hatihati memilih calon presiden untuk pemilu prabowo subianto,Positive,
8215,2023-01-17,2420416704.0,14379,jakarta,presiden joko widodo tidak mempermasalahkan jika pernyataannya terkait kemungkinan prabowo subianto mendapat jatah dalam pilpres dianggap sebagai sinyal dukungannya terhadap menteri pertahanan itu prabowo subianto,Negative,
8216,2023-01-17,2420416704.0,14379,jakarta,pengamat politik universitas paramadina ahmad khoirul umam menilai pernyataan presiden joko widodo jokowi yang mendukung menteri pertahanan menhan prabowo subianto pada bukan basabasi prabowo subianto,Positive,
8217,2023-01-17,373141460.0,1452,nan,kalo gini sih yakin menang nanti pemilu pak prabowo subianto pasti jd presiden,Positive,
8227,2023-01-17,306615832.0,7501,nan,mantap prabowo presiden ri,Positive,
8229,2023-01-17,1225312609.0,3188,buncit indah  jakarta selatan,dukungan ini menjadi kali kedua dalam pekan ini presiden jokowi mendukung prabowo subianto untuk berkontestasi dalam pilpres,Positive,
8230,2023-01-17,3246473186.0,13352,nan,terlebih apabila hal itu dipersepsikan sebagai sinyal dukungan untuk maju dalam pemilihan presiden pilpres prabowo subianto,Positive,
8231,2023-01-17,3174993902.0,1881,tangerang  indonesia,semoga jadi presiden ya prabowo subianto nanti,Positive,
8235,2023-01-17,3174993902.0,1881,tangerang  indonesia,semoga prabowo subianto bisa gantiin presiden jokowi nanti ya,Positive,
8241,2023-01-17,2320493293.0,1806,nan,disisi lain lembaga survei jakarta lsj merilis survei terkait peta dukungan pendukung presiden joko widodo di terhadap tokoh yang masuk bursa capres prabowo subianto,Positive,
8246,2023-01-17,2320493293.0,1806,nan,jakarta dalam beberapa kesempatan presiden joko widodo jokowi memberikan dukungan kepada menteri pertahanan menhan prabowo subianto maju pilpres,Positive,
8251,2023-01-17,1341398533.0,2997,semarang  jawa tengah,lembaga survei nasional lsn merilis elektabilitas tokohtokoh yang masuk bursa calon presiden capres di pulau jawa yang dikutip dari prabowo subianto,Negative,
8252,2023-01-17,1341398533.0,2997,semarang  jawa tengah,menteri pertahanan prabowo subianto terus menguat sebagai figur calon presiden melanjutkan kepemimpinan presiden joko widodo pada pilpres mendatang,Positive,
8253,2023-01-17,2410032319.0,9571,alam bawah sadar,saya mengutip ucapannya gus dur beliau pernah mengatakan pak prabowo jadi presiden di usia tua insyaallah tutur gus irfan prabowo subianto,Positive,
8254,2023-01-17,2410032319.0,9571,alam bawah sadar,hal senada juga diungkapkan wakil ketua umum partai gelora fahri hamzah yang mengatakan bahwa sudah saatnya prabowo menjadi presiden di pemilu mendatang prabowo subianto,Positive,
8255,2023-01-17,2410032319.0,9571,alam bawah sadar,warganet lain pun mendoakan apabila hari ini prabowo terima anwar ibrahim dengan jabatan menteri pertahanan insya allah menerima sebagai presiden prabowo subianto,Positive,
8256,2023-01-17,2410032319.0,9571,alam bawah sadar,bismillah pak prabowo presiden tulis akun nurarifin aminnnnnn prabowo subianto,Negative,
8257,2023-01-17,2410032319.0,9571,alam bawah sadar,menteri pertahanan prabowo subianto mendapat dukungan untuk menjadi calon presiden capres di pilpres prabowo subianto,Positive,
8259,2023-01-17,2320493293.0,1806,nan,semoga bisa jadi presiden ya pak prabowo subianto nanti,Positive,
8263,2023-01-17,2532136183.0,3023,indonesia,di jika allah kasi umur kembali pilih bapak yg pakai peci ini insha allah bapak jadi presiden aamiin,Positive,
8270,2023-01-17,2876788926.0,22239,nan,nun yang mulai ngatangatain presiden dibilang firaun pendukung jokowi pasti jengkel krn sama artinya dianggap firaun juga ente beda kavling silahkan kecam aja rival anies spt ganjar atau prabowo biarkan jokowi selesaikan urusan negara ini sampe faham drun,Positive,
8284,2023-01-17,3174993902.0,1881,tangerang  indonesia,emang cocok si nih prabowo subianto jadi presiden ri nanti,Negative,
8291,2023-01-17,294348814.0,783,nan,dukungan presiden jokowi untuk capres prabowo subianto pada pemilu mendatang memiliki arti yang besar,Positive,
8294,2023-01-17,137560294.0,1932,denver  co,prabowo subianto terus menguat sebagai figur calon presiden melanjutkan kepemimpinan presiden joko widodo pada pilpres mendatang prabowo subianto,Positive,
8306,2023-01-17,1714809612.0,7719,surabaya   ,gading arifin pak prabowo subianto presiden,Negative,
8309,2023-01-17,1714809612.0,7719,surabaya   ,itto sunardi insyaallah gerindra menang prabowo subianto presiden,Positive,
8310,2023-01-17,1714809612.0,7719,surabaya   ,fandhi dhi semuga pak prabowo yang jadi presiden,Positive,
8311,2023-01-17,1714809612.0,7719,surabaya   ,abu abdulloh bismillah semoga pak prabowo di takdirkan jadi presiden ri,Positive,
8312,2023-01-17,1714809612.0,7719,surabaya   ,yusrizal hasan siyaap laksanakan tetap semangat dan sehat selalu pak sekjen insya allah prabowo presiden gerindra menang,Positive,
8313,2023-01-17,1714809612.0,7719,surabaya   ,edwin panigoro siaaap pak prabowo presiden gerindra menang bismilah pak wayahee pak prabowo subianto presiden aamiin,Positive,
8314,2023-01-17,1714809612.0,7719,surabaya   ,andri rahmat maksimalkan ikhtiar demi kemenangan gerindra prabowo presiden allah pasti menilai setiap tahapan perjuangan kita yg didasarkan kebaikan dan berhasil dengan berbuah manis demi kesejahteraan bangsa indonesia aamiin,Positive,
8315,2023-01-17,1714809612.0,7719,surabaya   ,sufyan basuki setuju pak mari kita berdoa kepada allah swt semoga thn pak prabowo subianto menjadi presiden ri aamiin ya rabbal alamiin,Positive,
8324,2023-01-17,294348814.0,783,nan,dalam beberapa kesempatan presiden jokowi memberikan dukungan kepada menhan prabowo subianto maju pilpres,Positive,
8352,2023-01-17,228720753.0,34,nan,prabowo presiden hanya prabowo untuk presiden ri gerindra menang prabowo presiden pira luar biasa gerindra piraofficial,Positive,
8353,2023-01-17,228720753.0,34,nan,prabowo subianto the one and only presiden ri,Negative,
8357,2023-01-17,228720753.0,34,nan,prabowo presiden,Negative,
8360,2023-01-17,1617307338.0,1725,kendal  indonesia,mending prabowo mendukung anies baswedan mayoritas pemilihnya sudah kecewa dan sekarang mendukung anies menjadi presiden,Positive,
8361,2023-01-17,238584051.0,1372,karawang timur  indonesia,prabowo presiden,Negative,
8362,2023-01-17,191734589.0,46828,indonesia,ad nanti pd pemilu sya hanya memilih presiden yg punya komitmen membela hak kaum minoritas kristen katolik hindu budha penganut kepercayaan amp agama nusantara dlm beribadah yg setuju dgn sy retweet,Positive,
8371,2023-01-16,3717002174.0,16003,yogyakarta  indonesia,kami berharap pada februari akan menjadi garis perubahan penting bagi masa depan indonesia dengan menjadikan prabowo subianto sebagai presiden tutup muzani,Positive,
8390,2023-01-16,421758476.0,227,nan,prabowo subianto harus bisa jadi presiden nanti dipemilu,Negative,
8391,2023-01-16,421758476.0,227,nan,semoga nanti pak prabowo subianto bisa jadi presiden amiiiin,Positive,
